id,customer_id,last_name,credit_score,country,gender,age,tenure,acc_balance,prod_count,has_card,is_active,estimated_salary,exit_status
41,15582892,Manna,673.0,Germany,Male,27.0,2,,2.0,1.0,1.0,162889.1,0
42,15768359,Chinomso,534.0,France,Male,36.0,4,120037.96,1.0,1.0,1.0,36275.94,0
43,15732691,P'eng,668.0,France,Male,38.0,8,83764.24,1.0,0.0,1.0,166650.6,0
44,15645937,Guerin,790.0,France,Female,32.0,3,0.0,2.0,1.0,0.0,91044.47,0
45,15794849,Dickson,817.0,Spain,Male,41.0,0,0.0,2.0,1.0,0.0,88709.03,0
46,15701081,Jarvis,712.0,France,Female,43.0,6,0.0,2.0,0.0,1.0,65618.01,0
47,15704763,L?,590.0,Spain,Male,39.0,2,127763.24,1.0,1.0,0.0,10070.4,0
48,15756918,H?,653.0,France,Male,37.0,5,0.0,2.0,1.0,0.0,89893.6,0
49,15775299,Fadden,544.0,Germany,Female,30.0,2,112152.83,2.0,0.0,0.0,14917.96,0
50,15750839,Burns,649.0,Germany,Male,29.0,1,45022.23,2.0,1.0,1.0,173425.68,0
51,15762792,Genovesi,554.0,France,Male,32.0,2,0.0,2.0,1.0,1.0,54865.92,0
52,15795968,Ch'eng,753.0,France,Male,55.0,8,166526.99,3.0,1.0,0.0,123318.76,1
53,15570360,Yobachi,759.0,France,Female,46.0,4,0.0,2.0,1.0,1.0,108764.69,0
54,15752488,Hs?eh,646.0,,Female,40.0,1,116520.38,,1.0,0.0,157557.18,1
55,15676869,T'ien,657.0,Spain,Male,36.0,8,0.0,1.0,1.0,0.0,123866.43,1
56,15658032,Tien,586.0,,Female,31.0,8,0.0,2.0,1.0,1.0,182784.11,0
57,15618703,Ting,850.0,Germany,Female,32.0,6,104444.68,1.0,0.0,0.0,154841.4,0
58,15662238,Davis,822.0,France,Male,23.0,5,105563.0,1.0,0.0,0.0,182624.93,1
59,15683955,Hsing,691.0,,Female,43.0,7,0.0,2.0,1.0,0.0,117622.8,0
60,15687558,Milne,681.0,Spain,Male,24.0,1,0.0,2.0,1.0,1.0,119313.74,0
61,15588580,Aksenov,724.0,France,Female,43.0,3,147832.15,4.0,0.0,1.0,25136.95,1
62,15738248,Lo,833.0,France,Female,37.0,5,0.0,2.0,1.0,1.0,151871.84,0
63,15659807,Nwachukwu,585.0,Spain,Male,36.0,2,109402.13,1.0,1.0,1.0,66463.62,0
64,15658946,Chiang,637.0,Germany,Male,38.0,8,128393.29,1.0,1.0,0.0,135851.3,1
65,15593795,Tuan,609.0,France,Male,38.0,1,0.0,2.0,1.0,0.0,149913.84,0
66,15758769,Macleod,682.0,France,Male,32.0,4,0.0,2.0,0.0,0.0,143463.28,0
67,15744279,Yobachi,710.0,France,Male,51.0,1,0.0,2.0,1.0,1.0,85522.84,0
68,15693764,Mai,756.0,Germany,Male,52.0,0,136298.65,1.0,1.0,0.0,144593.3,1
69,15614687,Iweobiegbulam,756.0,Spain,Male,33.0,6,0.0,2.0,1.0,0.0,133086.45,0
70,15688498,Chu,632.0,France,Female,44.0,3,147187.84,1.0,1.0,1.0,14868.94,1
71,15809817,Ch'en,665.0,Germany,Male,43.0,10,114391.62,2.0,0.0,0.0,53478.02,0
72,15644765,Jamieson,748.0,France,Female,49.0,9,,1.0,1.0,0.0,59636.43,1
73,15632521,Cattaneo,649.0,Germany,Male,45.0,0,130170.82,1.0,1.0,0.0,150856.38,1
74,15578866,Hughes,676.0,France,Female,39.0,8,0.0,2.0,1.0,1.0,121568.37,0
75,15573888,Hsing,653.0,France,Male,54.0,5,0.0,2.0,1.0,1.0,62467.28,0
76,15587690,Maughan,558.0,France,Male,26.0,4,142880.28,2.0,0.0,0.0,101139.3,0
77,15723818,Iheatu,589.0,Spain,Male,47.0,7,0.0,1.0,0.0,0.0,167969.15,1
78,15687913,Pirozzi,554.0,Spain,Male,37.0,3,,1.0,1.0,1.0,1710.89,0
79,15778838,Ch'in,589.0,France,Male,28.0,5,137778.14,1.0,1.0,1.0,67976.82,0
80,15782591,Warner,624.0,Spain,Male,31.0,5,0.0,2.0,0.0,0.0,76551.7,0
81,15737741,Bentley,608.0,France,Female,40.0,4,88772.87,1.0,1.0,1.0,168822.01,0
82,15658982,Napolitani,650.0,Germany,Female,27.0,6,122034.4,1.0,0.0,1.0,146663.43,0
83,15703544,Hung,559.0,Spain,Male,34.0,0,0.0,1.0,0.0,0.0,182988.94,0
84,15641312,Mazzi,549.0,Germany,Male,26.0,10,113348.58,1.0,1.0,1.0,111242.09,0
85,15809800,Hsiung,667.0,Germany,Male,49.0,2,,1.0,1.0,0.0,129890.94,1
86,15582762,Hs?,740.0,France,Female,40.0,1,0.0,2.0,1.0,0.0,176780.39,0
87,15757812,Manna,700.0,France,Female,39.0,5,,,1.0,1.0,72462.25,0
88,15602845,Ibezimako,682.0,,Male,33.0,2,,2.0,1.0,0.0,65611.12,0
89,15772250,Udegbunam,568.0,,Male,46.0,9,0.0,3.0,0.0,0.0,17268.02,1
90,15695877,T'ao,627.0,Spain,Male,40.0,5,0.0,2.0,1.0,0.0,71339.36,0
91,15721047,Anayolisa,590.0,France,Male,35.0,2,0.0,2.0,1.0,1.0,168313.17,0
92,15645030,O'Callaghan,769.0,France,Female,36.0,8,0.0,2.0,1.0,1.0,60584.33,0
93,15641675,Ejimofor,644.0,France,Female,31.0,1,0.0,2.0,1.0,1.0,51587.1,0
94,15725767,Milani,701.0,France,Female,23.0,3,0.0,2.0,1.0,0.0,38960.59,0
95,15660211,Mazzi,604.0,France,Female,37.0,3,0.0,2.0,1.0,1.0,93716.44,0
96,15765806,Chiang,774.0,Spain,Male,60.0,7,0.0,2.0,1.0,1.0,152323.04,0
97,15641732,Hargreaves,731.0,France,Male,30.0,1,175464.85,1.0,1.0,1.0,94925.62,0
98,15677921,Bobrov,698.0,Germany,Male,60.0,9,115920.62,,0.0,0.0,157552.08,1
99,15810390,Tuan,745.0,Spain,Female,29.0,8,0.0,1.0,1.0,1.0,19720.13,0
100,15583048,Maclean,605.0,France,Male,36.0,9,90218.0,2.0,1.0,1.0,97613.15,0
101,15593345,Dreyer,594.0,,Female,37.0,4,131935.56,2.0,1.0,1.0,172450.04,0
102,15691823,Mancini,594.0,France,Female,41.0,2,0.0,,0.0,0.0,124489.88,1
103,15667632,Trevisan,,Germany,Male,40.0,7,102717.16,2.0,0.0,1.0,90876.92,1
104,15632185,Yermolayev,739.0,France,Female,36.0,8,0.0,1.0,1.0,1.0,81999.53,0
105,15792869,Boulger,663.0,Germany,Female,35.0,2,119948.09,2.0,1.0,1.0,81436.61,0
106,15780134,Okwuadigbo,,France,Male,29.0,8,0.0,2.0,1.0,1.0,1285.63,0
107,15652782,Chibuzo,602.0,Germany,Male,39.0,10,113599.74,2.0,1.0,1.0,149517.71,0
108,15769781,Nucci,699.0,Spain,Female,25.0,8,0.0,1.0,1.0,1.0,52404.47,0
109,15731542,Chiemezie,707.0,France,Male,37.0,5,110148.57,2.0,1.0,1.0,5983.4,0
110,15633213,Rizzo,628.0,Spain,Male,50.0,8,,1.0,0.0,0.0,144366.83,0
111,15606554,Douglas,745.0,France,Female,46.0,1,0.0,2.0,1.0,1.0,149991.32,0
112,15687094,Chidiebere,648.0,Germany,Female,42.0,4,128743.92,2.0,1.0,1.0,183490.27,1
113,15681412,Yermakova,745.0,,Female,24.0,1,0.0,1.0,0.0,1.0,123872.0,1
114,15751333,Atkinson,,France,Male,36.0,2,0.0,1.0,1.0,1.0,167749.54,0
115,15593345,Yefremov,659.0,France,Male,30.0,8,0.0,1.0,1.0,1.0,101057.96,0
116,15647592,Lombardo,678.0,Spain,Male,44.0,6,0.0,,0.0,0.0,126469.09,1
117,15669987,Pagnotto,616.0,France,Female,32.0,2,0.0,,1.0,1.0,156044.01,0
118,15718245,Pirozzi,730.0,France,Female,34.0,1,0.0,2.0,1.0,1.0,126592.01,0
119,15757952,Mazzanti,526.0,Germany,Female,36.0,5,138853.06,2.0,1.0,1.0,172450.54,0
120,15773890,Beluchi,476.0,France,Female,32.0,4,111871.93,1.0,1.0,0.0,112132.86,0
121,15796569,T'ien,678.0,France,Female,42.0,9,0.0,2.0,0.0,0.0,145555.65,0
122,15731751,Boulger,695.0,Germany,Male,40.0,3,132411.86,2.0,1.0,0.0,178052.19,0
123,15804797,Grosse,637.0,France,Male,30.0,9,0.0,2.0,1.0,1.0,108162.13,0
124,15779985,Lo,,France,Female,28.0,1,0.0,2.0,1.0,1.0,133267.78,0
125,15798046,K?,576.0,France,Male,28.0,5,0.0,2.0,1.0,0.0,160589.69,0
126,15698902,McIntyre,557.0,Germany,Female,42.0,1,142703.4,1.0,1.0,0.0,86207.49,1
127,15774551,Milne,,Spain,Male,36.0,8,0.0,1.0,1.0,1.0,175043.68,0
128,15751167,Ch'iu,637.0,France,Female,61.0,8,145644.05,1.0,1.0,1.0,119817.19,0
129,15572356,Kao,526.0,France,Female,39.0,6,0.0,2.0,1.0,0.0,182792.8,0
130,15745201,Chu,706.0,France,Male,31.0,10,142296.04,1.0,1.0,1.0,130504.96,0
131,15756539,Chigolum,516.0,,Male,30.0,5,139562.55,1.0,0.0,1.0,143923.35,0
132,15659375,Mazzanti,554.0,France,Male,31.0,3,0.0,2.0,0.0,0.0,166495.79,0
133,15774250,Gallo,532.0,France,Male,27.0,1,159024.71,2.0,1.0,0.0,100982.93,0
134,15587066,P'eng,535.0,France,Female,42.0,1,0.0,2.0,1.0,1.0,85421.48,0
135,15771483,Chidiegwu,556.0,Germany,Male,41.0,8,97339.99,1.0,0.0,1.0,163331.65,0
136,15663826,T'ien,775.0,Spain,Male,40.0,1,0.0,2.0,1.0,1.0,131521.72,0
137,15770039,Iloerika,696.0,France,Female,27.0,3,0.0,2.0,1.0,1.0,16081.62,0
138,15622729,Sun,649.0,France,Female,31.0,2,0.0,,1.0,1.0,66602.7,0
139,15713463,Manna,743.0,Germany,Female,39.0,8,,1.0,1.0,1.0,72643.95,0
140,15717286,Onyemauchechukwu,753.0,France,Female,31.0,8,,1.0,1.0,0.0,106977.53,0
141,15718531,Ukaegbulam,670.0,,Female,46.0,5,89416.99,1.0,0.0,0.0,75848.22,0
142,15755798,Ritchie,675.0,,Female,40.0,7,0.0,2.0,1.0,0.0,77550.18,1
143,15791767,Fomin,644.0,,Female,28.0,9,0.0,2.0,1.0,1.0,172450.04,0
144,15672983,Fernando,678.0,Spain,Female,37.0,5,87099.85,2.0,1.0,0.0,149550.95,0
145,15665811,Ojiofor,593.0,Germany,Female,40.0,4,117206.25,1.0,1.0,0.0,62840.99,1
146,15581289,Lai,648.0,France,Female,43.0,2,0.0,1.0,1.0,0.0,72845.69,1
147,15645082,Uchenna,,,Female,52.0,1,118081.53,1.0,1.0,0.0,86678.48,1
148,15706595,Efremov,464.0,France,Male,33.0,7,0.0,2.0,1.0,0.0,116442.42,0
149,15612187,Morin,547.0,Germany,Female,32.0,8,155736.42,2.0,1.0,0.0,67789.99,0
150,15670572,Onuoha,668.0,Spain,Male,42.0,10,0.0,1.0,1.0,1.0,26900.65,0
151,15786643,Tseng,,France,Female,31.0,3,105770.7,1.0,1.0,1.0,116052.92,0
152,15671630,Onwughara,586.0,France,Male,34.0,7,0.0,2.0,1.0,1.0,82298.59,0
153,15662407,Onwuka,622.0,France,Female,46.0,1,0.0,1.0,1.0,0.0,159463.4,1
154,15732774,Hsiao,710.0,Germany,Male,37.0,2,120916.52,1.0,1.0,1.0,179614.8,0
155,15764073,Scott,716.0,France,Male,48.0,5,0.0,1.0,1.0,1.0,163563.17,0
156,15774531,P'an,679.0,France,Female,35.0,9,0.0,2.0,0.0,0.0,80752.36,0
157,15753895,Blue,654.0,Spain,Male,47.0,6,0.0,2.0,1.0,1.0,133591.11,0
158,15645184,Graham,701.0,France,Male,30.0,2,0.0,2.0,1.0,0.0,176943.59,0
159,15777896,Mazzanti,633.0,France,Male,33.0,5,0.0,2.0,1.0,0.0,65612.12,0
160,15684419,Nnaemeka,678.0,Spain,Male,37.0,7,0.0,2.0,1.0,1.0,162812.49,0
161,15645492,Obialo,664.0,Spain,Female,51.0,5,0.0,1.0,1.0,1.0,189362.43,1
162,15601550,Genovesi,575.0,France,Male,32.0,7,0.0,2.0,1.0,1.0,95686.42,0
163,15679991,Nkemdilim,651.0,Germany,Female,48.0,2,137871.1,1.0,1.0,1.0,108872.5,1
164,15737025,Clements,635.0,,Male,33.0,1,0.0,2.0,1.0,0.0,178067.33,0
165,15605916,Ch'iu,548.0,Germany,Male,35.0,9,170840.08,2.0,1.0,0.0,137784.25,0
166,15693347,Chukwufumnanya,745.0,Spain,Female,48.0,1,114543.58,1.0,0.0,0.0,61315.37,1
167,15653857,Wallis,498.0,France,Male,35.0,9,141556.96,1.0,1.0,0.0,130113.78,1
168,15638487,Fomin,753.0,France,Male,42.0,7,106520.28,1.0,0.0,0.0,74965.64,1
169,15588854,Rowley,496.0,France,Female,44.0,0,179356.28,2.0,1.0,0.0,2919.21,1
170,15703461,Whitelegge,678.0,France,Male,38.0,2,121537.51,1.0,0.0,0.0,156791.81,1
171,15724691,Kao,580.0,France,Female,35.0,8,0.0,1.0,1.0,1.0,147552.93,0
172,15593943,Chukwunonso,723.0,Germany,Male,31.0,8,134740.24,2.0,1.0,1.0,110230.4,0
173,15651362,Nwabugwu,544.0,France,Female,45.0,8,0.0,1.0,1.0,0.0,86733.49,1
174,15692408,Y?,638.0,,Female,31.0,9,0.0,2.0,1.0,1.0,169920.92,0
175,15705521,Chinweuba,605.0,Germany,Female,43.0,7,128352.45,1.0,1.0,1.0,101954.78,0
176,15778089,Stevenson,598.0,Germany,Male,34.0,7,135067.52,2.0,1.0,1.0,135067.02,0
177,15754929,Nwachinemelu,695.0,Germany,Female,33.0,2,124593.13,2.0,1.0,1.0,184524.01,0
178,15725094,Fang,611.0,France,Male,37.0,4,140211.88,1.0,1.0,1.0,93832.33,0
179,15701164,Onyeorulu,,France,Male,34.0,5,,1.0,1.0,1.0,159235.29,0
180,15635776,Ugochukwu,577.0,,Male,28.0,6,0.0,,1.0,0.0,113482.5,0
181,15777599,Hsu,665.0,Germany,Male,38.0,9,106648.98,2.0,1.0,0.0,52471.86,0
182,15586699,Palerma,711.0,Germany,Male,34.0,7,133550.67,1.0,1.0,0.0,82820.85,0
183,15619083,Zetticci,434.0,Spain,Female,50.0,3,141806.0,1.0,1.0,1.0,130514.78,0
184,15728474,Hsueh,695.0,Spain,Male,38.0,4,0.0,1.0,0.0,1.0,140886.64,0
185,15694404,Eberegbulam,725.0,France,Female,32.0,6,0.0,2.0,1.0,1.0,114935.21,0
186,15589475,Onyemauchechukwu,594.0,Spain,Female,34.0,5,0.0,2.0,1.0,1.0,87400.53,0
187,15574828,Zito,762.0,France,Male,40.0,1,0.0,2.0,1.0,0.0,162515.49,0
188,15774382,Longo,579.0,Germany,Female,49.0,5,169377.31,1.0,0.0,0.0,123535.05,0
189,15693690,Hsu,703.0,France,Male,33.0,1,0.0,2.0,1.0,1.0,81402.02,0
190,15621818,Iadanza,746.0,Germany,Male,40.0,6,140197.59,2.0,1.0,0.0,138547.44,0
191,15627002,Taylor,728.0,France,Male,51.0,1,115934.74,2.0,1.0,1.0,139059.05,1
192,15598883,Genovese,709.0,Spain,Male,30.0,9,0.0,2.0,1.0,1.0,180551.76,0
193,15682533,Sagese,696.0,Germany,Female,41.0,8,153946.14,2.0,1.0,0.0,123882.73,0
194,15767954,Fanucci,542.0,France,Female,42.0,4,0.0,2.0,1.0,0.0,176780.69,0
195,15705861,P'eng,573.0,France,Female,42.0,1,0.0,1.0,1.0,1.0,96863.96,1
196,15761733,Ch'in,651.0,Germany,Male,35.0,1,122924.88,1.0,1.0,1.0,1539.95,1
197,15654025,Y?an,718.0,France,Male,41.0,8,,1.0,1.0,0.0,177099.71,1
198,15783865,Krichauff,628.0,France,Female,30.0,4,76322.69,,1.0,0.0,128136.29,1
199,15693893,Martin,493.0,France,Female,61.0,8,0.0,,1.0,0.0,177065.24,1
200,15615207,Upchurch,639.0,France,Male,44.0,5,123943.18,1.0,1.0,1.0,193383.13,0
201,15769955,Uspenskaya,651.0,France,Female,30.0,7,,1.0,1.0,1.0,52710.51,0
202,15588986,Ma,581.0,France,Female,42.0,6,0.0,,1.0,0.0,53710.23,0
203,15722991,Scott,701.0,France,Female,37.0,1,0.0,2.0,1.0,0.0,47921.22,0
204,15642726,Holmes,611.0,France,Male,53.0,3,83568.55,1.0,0.0,0.0,1235.49,0
205,15567328,Ch'en,738.0,Spain,Male,38.0,5,177997.07,1.0,1.0,0.0,19233.41,1
206,15621818,K'ung,696.0,France,Male,37.0,9,0.0,2.0,1.0,1.0,151299.28,0
207,15742358,Humphreys,696.0,France,Male,36.0,0,101160.99,1.0,1.0,1.0,115916.55,0
208,15678910,Ts'ao,705.0,France,Male,30.0,8,141441.75,1.0,1.0,0.0,16278.97,0
209,15624471,Nwankwo,749.0,France,Male,23.0,8,0.0,2.0,1.0,0.0,79871.16,0
210,15810563,Lombardi,705.0,France,Male,30.0,1,0.0,1.0,1.0,0.0,172363.55,1
211,15767391,Otitodilinna,655.0,France,Male,31.0,1,0.0,2.0,1.0,1.0,142415.97,0
212,15741693,Macdonald,580.0,Germany,Male,44.0,1,125534.19,1.0,1.0,0.0,90865.22,1
213,15665087,Ts'ai,662.0,France,Female,32.0,2,88011.5,2.0,1.0,0.0,111180.11,0
214,15574848,Rippey,718.0,France,Female,36.0,7,0.0,2.0,1.0,0.0,94739.6,0
215,15608595,Lo Duca,725.0,France,Female,39.0,8,0.0,1.0,1.0,1.0,97734.3,0
216,15672955,Rizzo,468.0,Spain,Male,38.0,2,0.0,2.0,0.0,1.0,170518.39,0
217,15756901,Chinwendu,681.0,Spain,Male,33.0,7,0.0,2.0,1.0,1.0,4791.36,0
218,15685564,Degtyaryov,696.0,Germany,Female,28.0,6,117866.92,1.0,1.0,0.0,79071.89,0
219,15603830,Adams,,Spain,Male,43.0,1,92350.36,1.0,1.0,1.0,80262.91,0
220,15807909,Ch'ien,679.0,France,Male,28.0,3,122314.5,1.0,1.0,1.0,54869.54,0
221,15763515,Lo Duca,,,Female,43.0,7,0.0,2.0,1.0,1.0,121277.78,1
222,15811970,Kang,653.0,France,Female,42.0,1,0.0,2.0,1.0,0.0,5768.32,1
223,15795747,Scott,708.0,France,Female,41.0,3,0.0,2.0,1.0,0.0,180938.76,0
224,15778897,Chukwuebuka,594.0,Germany,Female,35.0,5,124493.03,2.0,1.0,0.0,172782.69,0
225,15658532,Ch'eng,682.0,France,Male,39.0,10,113873.34,1.0,1.0,0.0,147545.65,0
226,15789548,Giordano,,France,Female,35.0,7,,2.0,1.0,1.0,126726.33,0
227,15722692,Trevisan,793.0,France,Male,47.0,2,0.0,2.0,1.0,0.0,22375.14,0
228,15804862,P'eng,668.0,Spain,Male,29.0,5,0.0,2.0,0.0,0.0,123775.15,0
229,15683522,P'eng,710.0,Spain,Female,37.0,0,0.0,1.0,1.0,0.0,168460.12,0
230,15729954,Brown,659.0,France,Female,28.0,8,0.0,2.0,1.0,1.0,184954.11,0
231,15655274,Ulyanov,712.0,Spain,Female,41.0,9,58003.41,1.0,1.0,0.0,142400.27,1
232,15812356,Onuora,663.0,Spain,Male,39.0,1,0.0,1.0,1.0,0.0,78416.14,0
233,15681705,Martin,613.0,Spain,Male,43.0,1,112372.96,1.0,1.0,0.0,180829.99,1
234,15789055,Watt,635.0,Germany,Male,38.0,2,113635.16,2.0,1.0,0.0,90883.12,0
235,15769818,Moore,850.0,Spain,Female,37.0,3,212778.2,1.0,0.0,0.0,69372.88,0
236,15605684,DeRose,571.0,France,Male,38.0,2,0.0,2.0,1.0,0.0,80190.35,0
237,15580487,Ts'ui,593.0,France,Female,31.0,8,113957.01,1.0,1.0,0.0,106977.53,0
238,15671928,Hsia,686.0,Spain,Female,41.0,8,,2.0,1.0,1.0,180598.86,0
239,15679668,Kornilova,679.0,France,Male,46.0,2,,1.0,1.0,1.0,122580.48,1
240,15603065,Milanesi,667.0,Spain,Female,23.0,5,0.0,,0.0,0.0,105818.66,0
241,15600688,Nwabugwu,584.0,Spain,Female,37.0,3,0.0,2.0,1.0,1.0,167087.34,0
242,15802741,Tretyakova,588.0,France,Female,34.0,9,0.0,2.0,1.0,1.0,72370.44,0
243,15794495,Chiawuotu,584.0,Germany,Male,37.0,8,108881.79,1.0,1.0,0.0,102627.49,0
244,15576723,Chukwufumnanya,725.0,Germany,Male,33.0,5,113657.83,2.0,1.0,0.0,77550.18,0
245,15568240,Ch'iu,574.0,Germany,Female,54.0,1,77354.37,1.0,0.0,0.0,163477.22,0
246,15705918,Okechukwu,771.0,Germany,Male,31.0,2,,1.0,0.0,0.0,98912.69,0
247,15586713,Wright,710.0,France,Male,26.0,6,0.0,2.0,1.0,1.0,52795.85,0
248,15570379,Ugochukwutubelum,579.0,Germany,Female,40.0,1,122451.46,1.0,1.0,1.0,101839.77,1
249,15586976,Ridley,616.0,,Female,27.0,5,97854.37,1.0,1.0,0.0,90908.95,0
250,15689661,Gorbunov,663.0,France,Female,22.0,6,0.0,,1.0,1.0,131827.15,0
251,15801277,P'eng,670.0,Germany,Female,31.0,7,137649.48,1.0,1.0,1.0,184980.23,0
252,15731951,Black,659.0,France,Male,31.0,9,0.0,1.0,1.0,0.0,87412.74,0
253,15649024,Chuang,,France,Male,34.0,5,73070.18,1.0,1.0,1.0,126012.57,0
254,15772341,Naylor,739.0,France,Female,34.0,0,110597.76,1.0,0.0,1.0,160122.66,0
255,15801074,Lucciano,744.0,France,Male,38.0,4,0.0,2.0,1.0,1.0,150498.7,0
256,15584338,Winn,,France,Female,40.0,2,0.0,1.0,1.0,0.0,62762.12,0
257,15756026,Li Fonti,512.0,France,Male,25.0,2,0.0,1.0,1.0,0.0,76515.79,0
258,15791769,Brown,742.0,France,Male,39.0,8,0.0,2.0,0.0,0.0,60907.49,0
259,15762929,Chukwudi,556.0,Germany,Female,52.0,2,120847.11,1.0,1.0,0.0,173464.43,1
260,15762997,P'eng,611.0,France,Female,33.0,5,,2.0,1.0,0.0,146852.18,0
261,15674851,T'ien,623.0,,Male,38.0,5,0.0,2.0,0.0,0.0,105295.77,0
262,15782459,Y?an,712.0,France,Male,37.0,5,0.0,2.0,1.0,0.0,152872.06,0
263,15661670,Zetticci,699.0,Spain,Female,25.0,2,123711.73,1.0,1.0,0.0,82696.84,0
264,15567834,Nieves,719.0,France,Male,49.0,5,0.0,1.0,1.0,0.0,16246.59,1
265,15708534,Yobanna,,Spain,Male,38.0,2,0.0,2.0,1.0,1.0,73329.08,0
266,15754863,Yip,689.0,Spain,Female,29.0,0,0.0,2.0,1.0,0.0,140573.91,0
267,15627190,Simpson,,Spain,Male,29.0,7,0.0,2.0,1.0,0.0,127630.88,0
268,15679668,Chukwuemeka,745.0,Spain,Female,32.0,10,113628.22,1.0,1.0,1.0,180598.28,0
269,15782364,T'ien,705.0,France,Female,40.0,7,0.0,2.0,1.0,0.0,46807.62,0
270,15652180,Egobudike,582.0,,Male,30.0,8,0.0,2.0,1.0,1.0,132029.95,0
271,15579994,Tuan,681.0,Spain,Male,38.0,2,0.0,,1.0,0.0,82293.85,0
272,15595713,Onyemauchechukwu,694.0,,Male,30.0,8,0.0,2.0,1.0,1.0,162858.29,0
273,15707479,Fan,664.0,France,Male,40.0,7,125608.72,1.0,0.0,0.0,122073.48,0
274,15595388,Mao,,Spain,Male,39.0,3,0.0,,1.0,1.0,81251.24,0
275,15586517,McIntyre,629.0,France,Male,33.0,2,134571.99,1.0,1.0,0.0,67979.35,1
